Date,Adj Close GLD,Adj Close IEF,Adj Close SPY
1/5/06,52.34,61.202678,101.569568
1/6/06,53.720001,61.122598,102.414789
1/9/06,54.599998,61.151718,102.677924
1/10/06,54.060001,60.904202,102.781574
1/11/06,54.529999,60.751318,103.108501
1/12/06,54.43,60.969719,102.701844
1/13/06,55.439999,61.23908,102.606151
1/17/06,55.259998,61.311879,102.327077
1/18/06,54.07,61.333718,101.920414
1/19/06,55.59,61.180839,102.311126
1/20/06,55.200001,61.282758,100.445273
1/23/06,55.77,61.268201,100.804089
1/24/06,55.73,61.166276,100.907751
1/25/06,56.139999,60.78772,100.995463
1/26/06,55.880001,60.65668,101.553623
1/27/06,55.630001,60.700358,102.494519
1/30/06,56.68,60.569319,102.414789
1/31/06,56.700001,60.65668,101.665255
2/1/06,56.700001,60.469726,102.374918
2/2/06,56.98,60.469726,101.186831
2/3/06,56.5,60.652304,100.684481
2/6/06,56.720001,60.564665,100.947616
2/7/06,54.599998,60.491635,100.054561
2/8/06,54.830002,60.455117,100.963567
2/9/06,56.18,60.513543,100.796119
2/10/06,54.790001,60.33827,100.979512
2/13/06,53.720001,60.33827,100.796119
2/14/06,54.490002,60.250631,101.864598
2/15/06,53.759998,60.360179,102.223414
2/16/06,54.52,60.330966,102.988899
2/17/06,54.959999,60.535452,102.709813
2/21/06,55.119999,60.462422,102.45466
2/22/06,55.34,60.688816,103.076611
2/23/06,54.639999,60.542756,102.925108
2/24/06,55.639999,60.469726,103.188243
2/27/06,55.220001,60.352874,103.228114
2/28/06,56.07,60.593878,102.247335
3/1/06,56.099998,60.47445,103.156341
3/2/06,56.740002,60.232668,103.148372
3/3/06,56.279999,60.086137,102.669942
3/6/06,55.23,59.895642,102.199494
3/7/06,54.950001,59.924949,102.040022
3/8/06,53.970001,59.954256,102.255316
3/9/06,54.240002,60.012871,101.569568
3/10/06,53.830002,59.895642,102.53439
3/13/06,54.310001,59.844355,102.725764
3/14/06,54.869999,60.18871,103.802213
3/15/06,55.119999,60.078809,104.264691
3/16/06,55.34,60.459794,104.479986
3/17/06,55.119999,60.335242,104.567243
3/20/06,55.169998,60.452471,104.399136
3/21/06,54.830002,60.203361,103.742682
3/22/06,54.75,60.276627,104.37512
3/23/06,54.700001,60.122767,104.15897
3/24/06,55.709999,60.386528,104.239029
3/27/06,56.389999,60.254648,104.086923
3/28/06,56.060001,59.961579,103.446485
3/29/06,57.07,59.90297,104.094924
3/30/06,58.599998,59.727125,103.910802
3/31/06,58.099998,59.771089,103.934818
4/3/06,58.470001,59.70494,103.854758
4/4/06,58.330002,59.712286,104.519213
4/5/06,58.66,59.85194,104.879456
4/6/06,59.279999,59.682885,104.76738
4/7/06,58.59,59.410934,103.702653
4/10/06,59.599998,59.484434,103.862772
4/11/06,59.009998,59.594687,102.982167
4/12/06,59.43,59.455033,103.174302
4/13/06,59.5,59.138978,103.038211
4/17/06,61.09,59.36683,102.998181
4/18/06,61.849998,59.557934,104.631288
4/19/06,63.75,59.388885,104.831425
4/20/06,60.959999,59.337434,104.975529
4/21/06,63.200001,59.462385,104.991531
4/24/06,61.650002,59.535885,104.799408
4/25/06,62.779999,59.161028,104.367107
4/26/06,63.650002,59.131626,104.391122
4/27/06,62.959999,59.29333,104.89547
4/28/06,65.089996,59.396231,105.247712
5/1/06,65.160004,59.074601,104.391122
5/2/06,66.550003,59.170499,105.175666
5/3/06,66.459999,59.089352,104.783394
5/4/06,67.480003,59.052471,105.159651
5/5/06,67.989998,59.192629,106.088287
5/8/06,67.559998,59.222138,105.960197
5/9/06,69.68,59.200008,106.168334
5/10/06,70.379997,59.229516,106.112302
5/11/06,71.029999,59.126239,104.831425
5/12/06,71.120003,58.904929,103.462499
5/15/06,67.410004,59.030335,103.670636
5/16/06,68.610001,59.251646,103.518531
5/17/06,68.150002,59.081974,101.54919
5/18/06,67.459999,59.502465,101.036841
5/19/06,65.580002,59.465578,101.749326
5/22/06,65.300003,59.546725,100.972796
5/23/06,66.379997,59.524595,100.204273
5/24/06,64.059998,59.613115,101.004818
5/25/06,64.699997,59.517217,102.253674
5/26/06,65.099998,59.568855,102.774029
5/30/06,65.110001,59.517217,100.948781
5/31/06,64.230003,59.332793,102.077553
6/1/06,62.560001,59.432003,103.054213
6/2/06,63.5,59.891053,103.270364
6/5/06,63.290001,59.772592,101.76534
6/6/06,62.549999,59.82442,101.517167
6/7/06,62.279999,59.742975,100.756651
6/8/06,60.91,59.82442,100.668591
6/9/06,60.450001,59.972498,100.348371
6/12/06,60.029999,59.942881,99.259629
6/13/06,55.919998,60.024326,98.106848
6/14/06,55.619999,59.624508,98.867364
6/15/06,57.32,59.491236,100.964795
6/16/06,57.68,59.454219,100.229057
6/19/06,56.360001,59.38758,99.441052
6/20/06,57.299999,59.343158,99.778766
6/21/06,58.330002,59.335752,100.518528
6/22/06,57.73,59.143246,100.076279
6/23/06,57.990002,59.091419,100.0602
6/26/06,58.279999,59.054402,100.502443
6/27/06,57.68,59.209886,99.634037
6/28/06,57.540001,59.01738,100.309464
6/29/06,59.52,59.261713,102.335753
6/30/06,61.23,59.469025,102.343796
7/3/06,62.18,59.440779,102.761923
7/5/06,62.5,59.225225,102.174939
7/6/06,63.02,59.411047,102.472452
7/7/06,62.630001,59.596869,101.805061
7/10/06,62.02,59.641464,101.998039
7/11/06,63.810001,59.708363,102.448331
7/12/06,64.919998,59.760393,101.354776
7/13/06,65.550003,59.894185,99.706402
7/14/06,65.849998,59.938781,99.320439
7/17/06,63.950001,59.886751,99.175703
7/18/06,62.900002,59.656333,99.68228
7/19/06,64.029999,60.035406,101.065305
7/20/06,62.540001,60.16177,100.373793
7/21/06,61.709999,60.124603,99.666195
7/24/06,61.139999,60.124603,101.483426
7/25/06,61.549999,60.065138,101.845268
7/26/06,62,60.2138,101.98196
7/27/06,62.900002,60.206365,101.885468
7/28/06,63.110001,60.369889,102.906658
7/31/06,63.16,60.466515,102.802123
8/1/06,64.32,60.480698,102.295553
8/2/06,64.75,60.532933,102.987065
8/3/06,64.120003,60.547854,103.260451
8/4/06,64.279999,60.846341,103.083551
8/7/06,64.5,60.764257,102.84233
8/8/06,63.970001,60.771721,102.448331
8/9/06,64.629997,60.741872,102.102574
8/10/06,63.25,60.756794,102.416166
8/11/06,62.709999,60.562782,102.126696
8/14/06,62.25,60.458307,102.207103
8/15/06,62.009998,60.749336,103.429314
8/16/06,62.490002,61.003046,104.289677
8/17/06,61.029999,60.988124,104.555026
8/18/06,61.040001,61.152287,105.085725
8/21/06,62.439999,61.226913,104.63544
8/22/06,62.049999,61.249298,104.627391
8/23/06,61.830002,61.1896,104.33792
8/24/06,61.75,61.249298,104.249471
8/25/06,61.77,61.331382,104.378127
8/28/06,61,61.323918,104.876655
8/29/06,60.939999,61.376153,104.997275
8/30/06,61.419998,61.450773,105.061603
8/31/06,62.290001,61.532858,105.045518
9/1/06,62.139999,61.62424,105.672703
9/5/06,63.360001,61.421999,105.873724
9/6/06,62.860001,61.377058,104.940983
9/7/06,61.25,61.421999,104.45854
9/8/06,60.639999,61.481924,104.756047
9/11/06,58.5,61.369566,104.860582
9/12/06,58.32,61.54185,105.889809
9/13/06,58.619999,61.601769,106.315972
9/14/06,57.189999,61.481924,106.324009
9/15/06,57.400002,61.44447,106.573571
9/18/06,58.23,61.354587,106.718936
9/19/06,56.919998,61.72162,106.45242
9/20/06,57.259998,61.736598,107.017752
9/21/06,57.950001,62.17854,106.500875
9/22/06,58.5,62.365802,106.177832
9/25/06,58.5,62.575535,106.993524
9/26/06,58.740002,62.418235,107.881911
9/27/06,59.810001,62.403251,108.011134
9/28/06,59.790001,62.343332,107.97075
9/29/06,59.470001,62.275914,107.881911
10/2/06,59.150002,62.385694,107.478101
10/3/06,57.110001,62.378174,107.704234
10/4/06,56.369999,62.663896,108.96412
10/5/06,56.919998,62.445848,109.174096
10/6/06,56.990002,62.107487,109.036802
10/9/06,57.200001,62.182676,109.101414
10/10/06,57,61.806723,109.246792
10/11/06,56.880001,61.731533,109.117569
10/12/06,57.490002,61.769131,110.062484
10/13/06,58.57,61.663865,110.345156
10/16/06,59.169998,61.769131,110.514749
10/17/06,58.650002,61.8368,110.167478
10/18/06,58.59,61.821764,110.312844
10/19/06,59.41,61.769131,110.490521
10/20/06,58.779999,61.75409,110.514749
10/23/06,57.759998,61.581154,111.023554
10/24/06,58.169998,61.663865,111.354681
10/25/06,58.759998,61.889433,111.734263
10/26/06,59.290001,62.099966,112.081534
10/27/06,59.400002,62.302984,111.378909
10/30/06,59.900002,62.333061,111.298142
10/31/06,60.240002,62.611263,111.281986
11/1/06,61.360001,62.828617,110.530905
11/2/06,61.919998,62.655034,110.466294
11/3/06,62.299999,62.179576,110.27246
11/6/06,61.889999,62.239953,111.516202
11/7/06,62.040001,62.451268,111.94424
11/8/06,61.110001,62.587113,112.186529
11/9/06,62.950001,62.579565,111.596957
11/10/06,62.490002,62.715411,111.645425
11/13/06,62.189999,62.685222,111.920013
11/14/06,61.630001,62.813525,112.759932
11/15/06,61.84,62.639942,113.082988
11/16/06,61.310001,62.481456,113.373731
11/17/06,61.779999,62.707862,113.406031
11/20/06,61.77,62.745599,113.470642
11/21/06,62.27,62.836165,113.583708
11/22/06,62.5,62.934274,113.809841
11/24/06,63.5,63.0022,113.349504
11/27/06,63.700001,63.062571,111.79079
11/28/06,63.57,63.175777,112.275367
11/29/06,63.16,63.100308,113.446414
11/30/06,64.389999,63.432377,113.49487
12/1/06,64.120003,63.579323,113.244509
12/4/06,64.120003,63.571747,114.108656
12/5/06,63.810001,63.488428,114.601305
12/6/06,62.689999,63.389963,114.504395
12/7/06,62.73,63.367241,114.003674
12/8/06,62.049999,63.079411,114.213651
12/11/06,62.57,63.276347,114.544778
12/12/06,62.52,63.389963,114.45594
12/13/06,62.48,63.064265,114.577078
12/14/06,62.119999,62.965794,115.586603
12/15/06,61,62.980946,115.597161
12/18/06,61.040001,63.011245,115.280434
12/19/06,61.799999,62.996093,115.49971
12/20/06,61.619999,62.980946,115.434739
12/21/06,61.380001,63.208174,115.012433
12/22/06,61.650002,62.92035,114.305893
12/26/06,61.98,62.965794,114.979954
12/27/06,62.220001,62.797918,115.73522
12/28/06,62.900002,62.653594,115.491594
12/29/06,63.209999,62.623208,115.012433
1/3/07,62.279999,62.805516,114.809403
1/4/07,61.650002,63.033405,115.053042
1/5/07,60.169998,62.828304,114.135342
1/8/07,60.48,62.873879,114.663228
1/9/07,60.849998,62.858689,114.565777
1/10/07,60.59,62.752343,114.947462
1/11/07,60.630001,62.585225,115.450985
1/12/07,62.169998,62.456091,116.328076
1/16/07,61.970001,62.577627,116.100684
1/17/07,62.639999,62.456091,116.149409
1/18/07,62.259998,62.539649,115.759582
1/19/07,63,62.440895,115.986987
1/22/07,62.720001,62.554839,115.629652
1/23/07,64.230003,62.372532,115.970741
1/24/07,64.330002,62.38013,116.904674
1/25/07,64.059998,62.137051,115.53219
1/26/07,64.169998,62.129453,115.426622
1/29/07,63.77,62.083878,115.361651
1/30/07,64.220001,62.144643,115.962612
1/31/07,64.830002,62.372532,116.742253
2/1/07,65.220001,62.327542,117.440677
2/2/07,64.279999,62.380917,117.603098
2/5/07,64.309998,62.449546,117.63559
2/6/07,64.790001,62.62492,117.668069
2/7/07,64.629997,62.762172,117.927954
2/8/07,65.519997,62.777425,117.773649
2/9/07,66.120003,62.586798,116.896558
2/12/07,65.669998,62.502921,116.498614
2/13/07,65.839996,62.457173,117.481285
2/14/07,66.370003,62.815547,118.252797
2/15/07,66.410004,62.914677,118.407101
2/16/07,66.360001,62.9833,118.350247
2/20/07,65.309998,63.05955,118.602002
2/21/07,67.349998,63.051929,118.553277
2/22/07,67.150002,62.891803,118.463943
2/23/07,67.720001,63.143427,118.001041
2/26/07,68.099998,63.341681,117.895462
2/27/07,65.410004,63.875435,113.290743
2/28/07,66.480003,63.654313,114.452069
3/1/07,65.82,63.711685,114.11098
3/2/07,63.709999,63.918246,112.616682
3/5/07,62.93,63.956494,111.54469
3/6/07,64.150002,63.87234,113.453164
3/7/07,64.300003,63.987096,113.339468
3/8/07,64.480003,63.979444,114.297776
3/9/07,64.25,63.619885,114.330255
3/12/07,64.370003,63.795839,114.500806
3/13/07,63.720001,64.078902,112.275593
3/14/07,63.939999,63.994748,113.112075
3/15/07,63.98,63.925892,113.26638
3/16/07,64.620003,63.918246,112.949212
3/19/07,64.739998,63.834092,114.31083
3/20/07,65.269997,63.925892,114.938646
3/21/07,65.82,64.017698,116.830231
3/22/07,65.760002,63.80349,116.740543
3/23/07,65.150002,63.704033,116.911771
3/26/07,65.839996,63.757585,116.756854
3/27/07,65.699997,63.742287,116.479641
3/28/07,66.050003,63.734635,115.631691
3/29/07,65.650002,63.642835,115.753988
3/30/07,65.739998,63.566327,115.778447
4/2/07,65.849998,63.63699,115.908904
4/3/07,65.830002,63.58323,117.156375
4/4/07,66.809998,63.683068,117.286833
4/5/07,66.860001,63.521788,117.604816
4/9/07,66.529999,63.229947,117.767881
4/10/07,67.160004,63.360507,117.906488
4/11/07,67.080002,63.283708,117.425439
4/12/07,66.989998,63.345149,117.947257
4/13/07,67.839996,63.237623,118.485385
4/16/07,68.400002,63.306747,119.610548
4/17/07,68,63.575548,119.92853
4/18/07,68.379997,63.721471,120.075298
4/19/07,67.529999,63.713789,120.042678
4/20/07,68.699997,63.644671,121.176001
4/23/07,68.260002,63.775231,120.719412
4/24/07,67.730003,63.898109,120.768331
4/25/07,67.889999,63.859712,121.877195
4/26/07,66.870003,63.675392,122.015802
4/27/07,67.559998,63.675392,121.917965
4/30/07,67.089996,63.951869,120.906937
5/1/07,66.690002,63.954952,121.216771
5/2/07,66.660004,63.877862,121.926114
5/3/07,67.489998,63.808477,122.586551
5/4/07,68.190002,63.970374,123.051289
5/7/07,68.25,64.024337,123.075748
5/8/07,67.879997,64.024337,122.912682
5/9/07,67.449997,63.816187,123.246975
5/10/07,66,63.978079,121.958734
5/11/07,66.449997,63.847025,123.00237
5/14/07,66.279999,63.754513,122.733306
5/15/07,66.540001,63.746808,122.765927
5/16/07,65.599998,63.70826,123.605727
5/17/07,65.059998,63.538658,123.361122
5/18/07,65.519997,63.353641,124.437366
5/21/07,65.669998,63.438442,124.372137
5/22/07,65.199997,63.261129,124.2743
5/23/07,65.540001,63.137786,124.290611
5/24/07,64.75,63.222587,123.165436
5/25/07,64.940002,63.153202,123.679105
5/29/07,65.07,63.022148,124.127545
5/30/07,64.720001,63.083822,125.13856
5/31/07,65.540001,63.060696,125.008115
6/1/07,66.440002,62.789014,125.62777
6/4/07,66.540001,62.889635,125.64408
6/5/07,66.370003,62.688386,125.146721
6/6/07,66.410004,62.719348,123.801401
6/7/07,65.260002,62.092389,121.567374
6/8/07,64.220001,62.208494,123.149126
6/11/07,64.699997,62.045949,123.361122
6/12/07,64.099998,61.604748,122.015802
6/13/07,64.529999,61.805997,123.842171
6/14/07,64.599998,61.821481,124.633052
6/15/07,64.849998,62.092389,125.342185
6/18/07,64.949997,62.061427,125.194784
6/19/07,65.480003,62.363297,125.505953
6/20/07,64.709999,62.162048,123.761787
6/21/07,64.559998,62.084647,124.449623
6/22/07,64.779999,62.270411,123.278666
6/25/07,64.43,62.47166,122.689089
6/26/07,63.619999,62.487144,121.428045
6/27/07,63.669998,62.479402,123.15583
6/28/07,64.260002,62.440698,123.139462
6/29/07,64.269997,62.765788,123.180395
7/2/07,65.019997,62.861366,124.294038
7/3/07,64.739998,62.674881,124.744411
7/5/07,64.419998,62.325216,124.613391
7/6/07,64.959999,62.17758,125.268478
7/9/07,65.379997,62.402918,125.366749
7/10/07,65.610001,62.830284,123.581638
7/11/07,65.440002,62.612718,124.457819
7/12/07,66.019997,62.433999,126.423067
7/13/07,66.029999,62.573864,126.799746
7/16/07,65.82,62.822512,126.783365
7/17/07,65.75,62.690419,126.717855
7/18/07,66.620003,62.915757,126.488577
7/19/07,67.010002,62.907985,126.979895
7/20/07,67.580002,63.218797,125.694286
7/23/07,67.470001,63.195487,126.079149
7/24/07,67.470001,63.366434,123.892807
